ItemID,Matcode,MaterialDescription,MRP,CaseCount,EAN,SubCategory,Brand,Category,BrandImgURL,ProductImgURL,ProductDiscountPercentage,CategoryImageURL,SubCategoryImageURL,VAT,SupplierBusinessName,LeadTimeForDelivery,10 lacs price,>10 lacs price
82233060,82233078,ARIEL LAU PWD 1KGX24 MB D+ PRO PC,185,24,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82178295,82178411,ARIEL LAUPWD 1000GX24 OXYBLU OLAYPR,165,24,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
0,82236448,ARIEL LAU PWD 500GX48 MATIC D+ PC,120,48,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82209064,82230165,ARIEL LAU PWD 500GX48 MATIC D+ PC,117,48,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82208774,82230115,ARIEL LAU PWD 200GX120 MB D+ PC,39,120,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82208774,82219195,ARIEL LAU PWD 200GX120 MB DNL PC,39,120,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
0,82230191,ARIEL LAU PWD 12 GX504 DN BDI PC,2,504,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82209386,82229582,ARIEL LAU PWD 12 GX504 SANCY BDI JB PC,2,504,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
0,82244705,ARIEL LAU PWD 12 GX504 SANCY BDI JB PC ,2,504,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
82115629,82140549,ARIEL LAU PWD 14GX504 SANCY W BDI SN PC,2,504,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
0,82092113,ARIEL LAU PWD 20GX504 FC RG(ERN RS 3) PC,2,504,4.90E+12,Laundry,Ariel,Household,/appcontent/images/brand/brand-ariel.jpg,/appcontent/images/brand/brand-ariel.jpg,11,/appcontent/images/category/households.png,/appcontent/images/category/Households/cleaning.png,14.5,Prestige Pursuits,3-4 days,,
75020461,82229985,DU CB AL 9V 2BCD 440 INR 2X10X12,440,120,5.00E+12,Battery,Duracell,Tech,/appcontent/images/brand/brand-duracell.jpg,/appcontent/images/brand/brand-duracell.jpg,26,/appcontent/images/category/tech.png,/appcontent/images/category/tech/batteries.png,14.5,Prestige Pursuits,3-4 days,360.8,308
75020461,82216420,DU CB AL 9V 2BCD SCA 420 INR 2X10X12,420,120,5.00E+12,Battery,Duracell,Tech,/appcontent/images/brand/brand-duracell.jpg,/appcontent/images/brand/brand-duracell.jpg,26,/appcontent/images/category/tech.png,/appcontent/images/category/tech/batteries.png,14.5,Prestige Pursuits,3-4 days,344.4,294
75055254,82229973,DU CB AL D 2BCD 370 INR 2X12X4,370,48,5.00E+12,Battery,Duracell,Tech,/appcontent/images/brand/brand-duracell.jpg,/appcontent/images/brand/brand-duracell.jpg,26,/appcontent/images/category/tech.png,/appcontent/images/category/tech/batteries.png,14.5,Prestige Pursuits,3-4 days,303.4,259
