Item ID,Matcode,Material Description,MRP,CaseCount,EAN,SubCategory,Brand,Category,10 lacs price,>10 lacs price,,,,,,,,,,,,,,,,
75019820,82190802,MACH3 CRT 4 435INR 1CSX400IT*4X10X40,435,400,4902430563611,B&R,Gillette,Personal Care,369.75,339.3,,,,,,,,,,,,,,,,
82226049,82221491,FUSPOW PHANTOM RAZOR TMR 430INR 1X4X6,430,24,4902430629430,B&R,Gillette,Personal Care,365.5,335.4,,,,,,,,,,,,,,,,
82174800,82221490,FUSPOW RAZOR TMR 430INR 1X4X6,430,24,4902430629423,B&R,Gillette,Personal Care,365.5,335.4,,,,,,,,,,,,,,,,
82154262,82221496,FUS CRT 2 430INR 1CSX200IT*2X10X20,430,200,4902430629478,B&R,Gillette,Personal Care,365.5,335.4,,,,,,,,,,,,,,,,
0,82230531,VEC3 CRT 8 PSHBT 400INR 1CSX72IT*8X12X6,400,72,4902430655330,B&R,Gillette,Personal Care,340,312,,,,,,,,,,,,,,,,
82218931,82218615,FSPW RZ+FS HY SP 75ML SEN BP 399INR-1X12,399,12,4902430617826,B&R,Gillette,Personal Care,339.15,311.22,,,,,,,,,,,,,,,,
82174800,82203422,FUSPOW RAZOR TMR 399INR 1X4X6,399,24,4902430565318,B&R,Gillette,Personal Care,339.15,311.22,,,,,,,,,,,,,,,,
75063611,82153980,BOGS SNSR 5 1FREE 390INR 1CSX240*1X12X20,390,240,7702018841097,B&R,Gillette,Personal Care,331.5,304.2,,,,,,,,,,,,,,,,
82199571,82222651,VEC3 CRT 8 PSHBT 340INR 1CSX72IT*8X12X6,340,72,4902430632898,B&R,Gillette,Personal Care,289,265.2,,,,,,,,,,,,,,,,
0,82233214,FUS RAZOR TMR 325INR 1CSX24IT*1X4X6,325,24,4902430662727,B&R,Gillette,Personal Care,276.25,253.5,,,,,,,,,,,,,,,,
75049451,75044644,M3T Razor 1Up 0 INR,315,36,0,B&R,Gillette,Personal Care,267.75,245.7,,,,,,,,,,,,,,,,
82220305,82230508,M3T CRT 2 VE 310INR 1CSX400IT*2X10X40,310,400,4902430654975,B&R,Gillette,Personal Care,263.5,241.8,,,,,,,,,,,,,,,,
82147316,82190661,MACH3 TURBO SENS 2 CRT 310INR 2X10X40,310,400,4902430563710,B&R,Gillette,Personal Care,263.5,241.8,,,,,,,,,,,,,,,,
82219436,82218613,M3 BS RZ 1UP+GL FM SH 196G RG 299INR-1X6,299,6,4902430617789,B&R,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82207796,82225617,FS RZR +HY GL 75ML SEN 299INR-1X12,299,12,4902430581370,B&R,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82174799,82174243,FUS GMR RAZOR TMR 1CSX24IT*1X4X6,299,24,4902430458825,B&R,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82209995,80230817,FUS MNL RZR TMR RF F14 CRKT 299INR 1X4X6,299,24,7702018325139,B&R,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82154264,82151135,FUS RAZOR TMR RF 299INR 1CSX24IT*1X4X6,299,24,7702018918041,B&R,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
0,82232897,FUS RAZOR TMR 275INR TPR 1X4X6,275,24,4902430661683,B&R,Gillette,Personal Care,233.75,214.5,,,,,,,,,,,,,,,,
82213419,82213278,VENUS CRT 2 275INR 1CSX24IT*2X6X4,275,24,4902430600934,B&R,Gillette,Personal Care,233.75,214.5,,,,,,,,,,,,,,,,
82184405,82169879,M3 IRR DEF SHVP AERO GEL 195G 1CSX48IT,269,48,4902430460019,B&R,Gillette,Personal Care,228.65,209.82,,,,,,,,,,,,,,,,
82231467,81529718,GILLETTE BODY RAZOR 1UP 250 INR,250,36,7702018397617,B&R,Gillette,Personal Care,212.5,195,,,,,,,,,,,,,,,,
82231631,81529717,GILLETTE BODY Dispo 2CT 250 INR,250,40,7702018397587,B&R,Gillette,Personal Care,212.5,195,,,,,,,,,,,,,,,,
82207791,82208655,VENUS OCEANA 2CT 249INR 1CSX12IT*2X12,249,12,7702018072361,B&R,Gillette,Personal Care,211.65,194.22,,,,,,,,,,,,,,,,
75019817,82190804,MACH3 CRT 2 235INR 1CSX400IT*2X10X40,235,400,4902430563598,B&R,Gillette,Personal Care,199.75,183.3,,,,,,,,,,,,,,,,
82199570,82230530,VEC3 CRT 4 PSHBT 230INR 1CSX72IT*4X12X6,230,72,4902430655293,B&R,Gillette,Personal Care,195.5,179.4,,,,,,,,,,,,,,,,
82184404,82169880,M3 IRR DEF SHVP AERO FOAM 245G 1CSX48IT,229,48,4902430441322,B&R,Gillette,Personal Care,194.65,178.62,,,,,,,,,,,,,,,,
75019789,82133069,PRMSH STNLS 50 220.00INR (1CSX160IT),220,160,8901358700319,B&R,Gillette,Personal Care,187,171.6,,,,,,,,,,,,,,,,
0,82231516,MACH3 TURBO RAZOR 220INR 1CSX36IT*1X6X6,220,360,4902430658294,B&R,Gillette,Personal Care,187,171.6,,,,,,,,,,,,,,,,
75019832,75068038,Sensr Excel Razor 1Up 215 INR,215,36,3014260245689,B&R,Gillette,Personal Care,182.75,167.7,,,,,,,,,,,,,,,,
82199570,82222652,VEC3 CRT 4 PSHBT 210INR 1CSX72IT*4X12X6,210,72,4902430632911,B&R,Gillette,Personal Care,178.5,163.8,,,,,,,,,,,,,,,,
0,82231206,MACH3 SEN RAZ 1UP 200INR 1CSX30IT*1X6X5,200,30,4902430657235,B&R,Gillette,Personal Care,170,156,,,,,,,,,,,,,,,,
82220304,82231558,M3T RAZOR 200INR 1CSX36IT*1X6X6,200,36,4902430658430,B&R,Gillette,Personal Care,170,156,,,,,,,,,,,,,,,,
82231468,81529719,GILLETTE BODY 2CT 200 INR,200,40,7702018397648,B&R,Gillette,Personal Care,170,156,,,,,,,,,,,,,,,,
75019815,75034523,M3T Razor 199 INR PO 116 INR,199,36,7702018916573,B&R,Gillette,Personal Care,169.15,155.22,,,,,,,,,,,,,,,,
82202886,82203470,VENUS RAZOR 1UP 199INR 1X6X6,199,36,7702018934744,B&R,Gillette,Personal Care,169.15,155.22,,,,,,,,,,,,,,,,
0,82231202,MACH3 LGHT RAZ1UP 180INR 1CSX30IT*1X6X5,180,30,4902430657150,B&R,Gillette,Personal Care,153,140.4,,,,,,,,,,,,,,,,
82188143,82230521,MACH3 SENS 1UP 180INR 1CSX30IT*1X6X5,180,30,4902430655132,B&R,Gillette,Personal Care,153,140.4,,,,,,,,,,,,,,,,
75019831,75007607,Sensr ExlFW Crt 3 165 INR,165,40,7702018837595,B&R,Gillette,Personal Care,140.25,128.7,,,,,,,,,,,,,,,,
82147514,82230502,MACH3 BASE RAZOR 1UP 160INR 1X6X5,160,30,4902430654852,B&R,Gillette,Personal Care,136,124.8,,,,,,,,,,,,,,,,
82147514,82230504,MACH3 BASE RAZOR 1UP 160INR 1X6X5,160,30,4902430654890,B&R,Gillette,Personal Care,136,124.8,,,,,,,,,,,,,,,,
82233323,82233225,MACH3 RAZ 1UP+ CRM 30G 1X30,160,30,4902430662833,B&R,Gillette,Personal Care,136,124.8,,,,,,,,,,,,,,,,
75019785,82240539,7OCLK PII CRT 5 160INR 1CSX600IT*5X50X12,160,600,4902430684286,B&R,Gillette,Personal Care,136,124.8,,,,,,,,,,,,,,,,
82231128,82241561,WIL STNLS + GUARD RAZ 10X60,156,60,4902430687294,B&R,Gillette,Personal Care,132.6,121.68,,,,,,,,,,,,,,,,
82149744,82145587,7OCLK STNLS 50 150INR 1CSX160IT*50X40X4,150,160,4902430335119,B&R,Gillette,Personal Care,127.5,117,,,,,,,,,,,,,,,,
75019806,82181487,GII PLUS CRT5 149INR 1CSX600IT*5X50X12,149,600,4902430478779,B&R,Gillette,Personal Care,126.65,116.22,,,,,,,,,,,,,,,,
82171823,82171815,M3 TURBO SEN RAZOR 1UP 135 INR STK-1X6X5,135,30,7702018040957,B&R,Gillette,Personal Care,114.75,105.3,,,,,,,,,,,,,,,,
75019785,82181489,7OCLK PII CRT 5 135INR 1CSX600IT*5X50X12,135,600,4902430478793,B&R,Gillette,Personal Care,114.75,105.3,,,,,,,,,,,,,,,,
82199569,82230529,VEC3 CRT 2 PSHBT 130INR 1CSX72IT*2X12X6,130,72,4902430655279,B&R,Gillette,Personal Care,110.5,101.4,,,,,,,,,,,,,,,,
82189853,82209979,SCARE PL DIS 4 MS PRO 129INR 4X3X48,129,144,4902430589871,B&R,Gillette,Personal Care,109.65,100.62,,,,,,,,,,,,,,,,
75020956,82240537,WIL WMNPR CRT5 125INR 1CSX600IT*5X50X12,125,600,4902430684248,B&R,Gillette,Personal Care,106.25,97.5,,,,,,,,,,,,,,,,
82135394,82230533,WIL STNLS 50 123INR 1CSX160IT*50X160,123,160,4902430655354,B&R,Gillette,Personal Care,104.55,95.94,,,,,,,,,,,,,,,,
82199569,82222653,VEC3 CRT 2 PSHBT 120INR 1CSX72IT*2X12X6,120,72,4902430632935,B&R,Gillette,Personal Care,102,93.6,,,,,,,,,,,,,,,,
82147958,82240538,WIL WMNE CRT 5 120 INR 1CSX600IT*5X50X12,120,600,4902430684262,B&R,Gillette,Personal Care,102,93.6,,,,,,,,,,,,,,,,
75064283,82234520,VEC CRT 6 PSHBT 115INR 6X50X12,115,600,4902430666244,B&R,Gillette,Personal Care,97.75,89.7,,,,,,,,,,,,,,,,
82182346,82169506,M3 IRR DEF SHVP AERO GEL 70G 1CSX6IT,109,6,4902430440103,B&R,Gillette,Personal Care,92.65,85.02,,,,,,,,,,,,,,,,
75020956,82190813,WIL WMNPR CRT5 109INR 1CSX600IT*5X50X12,109,600,4902430526791,B&R,Gillette,Personal Care,92.65,85.02,,,,,,,,,,,,,,,,
75019786,82240556,7OCLK PII RAZOR FXD 100 INR 1X12X12,100,144,4902430684385,B&R,Gillette,Personal Care,85,78,,,,,,,,,,,,,,,,
82187078,82186514,MACH3 350 1UP INR 99 FULL STK - 1X6X5,99,30,7702018009640,B&R,Gillette,Personal Care,84.15,77.22,,,,,,,,,,,,,,,,
82199736,82204920,VEC3 ELHDL 1UP PSHBT 99INR 1X6X5,99,30,4902430592918,B&R,Gillette,Personal Care,84.15,77.22,,,,,,,,,,,,,,,,
82149298,82228005,PREST MAX DIS 5 FXD 99INR 5X10X10,99,100,4902430648721,B&R,Gillette,Personal Care,84.15,77.22,,,,,,,,,,,,,,,,
75020941,75012060,7OClk Strlg 95 INR,95,144,30142603062670,B&R,Gillette,Personal Care,80.75,74.1,,,,,,,,,,,,,,,,
75058623,82181497,WIL WMNE CRT 5 1 90 INR PROMO 1CSX600IT,90,600,4902430478854,B&R,Gillette,Personal Care,76.5,70.2,,,,,,,,,,,,,,,,
82147958,82181496,WIL WMNE CRT 5 90 INR 1CSX600IT*5X50X12,90,600,4902430478830,B&R,Gillette,Personal Care,76.5,70.2,,,,,,,,,,,,,,,,
82199736,82182474,VEC3 ELHDL 1UP PSHBT 89INR 1X6X5,89,30,4902430483025,B&R,Gillette,Personal Care,75.65,69.42,,,,,,,,,,,,,,,,
82208360,82208284,VEC3 ELHDL 1UP PSHBT BB 89INR - 1X6X5,89,30,4902430483025,B&R,Gillette,Personal Care,75.65,69.42,,,,,,,,,,,,,,,,
75019829,82170452,SENSR EXCEL CRT1 89INR 1CSX600IT*1X60X10,89,600,4902430444194,B&R,Gillette,Personal Care,75.65,69.42,,,,,,,,,,,,,,,,
82149298,82165070,PREST MAX DIS 5 FXD 88 INR 1CSX100IT,88,100,7702018924646,B&R,Gillette,Personal Care,74.8,68.64,,,,,,,,,,,,,,,,
82149298,82133058,PREST MAX DIS 5 FXD 85 INR (1CSX100IT),85,100,7702018924646,B&R,Gillette,Personal Care,72.25,66.3,,,,,,,,,,,,,,,,
75019786,82133029,7OCLK PII RAZOR FXD 85 INR (1CSX144IT),85,144,7702018033621,B&R,Gillette,Personal Care,72.25,66.3,,,,,,,,,,,,,,,,
82182796,82228006,PREST MAX DIS B4G1 FXD 80INR 5X10X10,80,100,4902430648745,B&R,Gillette,Personal Care,68,62.4,,,,,,,,,,,,,,,,
75020941,82207130,7OCLK STRLG 80INR 1CSX144IT*1X12X12,80,144,4902430578790,B&R,Gillette,Personal Care,68,62.4,,,,,,,,,,,,,,,,
75049177,82234519,VEC CRT 4 PSHBT 80INR P 4X50X12,80,600,4902430666220,B&R,Gillette,Personal Care,68,62.4,,,,,,,,,,,,,,,,
82221697,82221620,GILLETTE VECTOR3 RAZOR 1UP 79INR 1X6X5,79,30,4902430629843,B&R,Gillette,Personal Care,67.15,61.62,,,,,,,,,,,,,,,,
75058623,75074038,WIL WMNE CRT 5 1 75 INR PROMO,75,600,7702018892860,B&R,Gillette,Personal Care,63.75,58.5,,,,,,,,,,,,,,,,
82182796,82191978,PREST MAX DIS B4G1 FXD 72 INR 5X10X10,72,100,4902430500036,B&R,Gillette,Personal Care,61.2,56.16,,,,,,,,,,,,,,,,
82183456,82183205,PRES DIS 4+TGS SHP 25G SEN 72INR-5X12X10,72,120,4902430488655,B&R,Gillette,Personal Care,61.2,56.16,,,,,,,,,,,,,,,,
82207155,82207096,PRES DIS 4+TGS SHP 25G SEN 72INR-5X12X10,72,120,4902430578646,B&R,Gillette,Personal Care,61.2,56.16,,,,,,,,,,,,,,,,
75019797,82133040,7OCLK SPLT DSP5 70 INR (1CSX144IT),70,144,8901358000525,B&R,Gillette,Personal Care,59.5,54.6,,,,,,,,,,,,,,,,
75069329,82228249,B3G1 PRESTO CONS PROM 60INR 4X12X16,60,192,4902430648912,B&R,Gillette,Personal Care,51,46.8,,,,,,,,,,,,,,,,
75069329,82232519,B3G1 PRESTO CONS PROM 60INR 4X12X16,60,192,4902430660457,B&R,Gillette,Personal Care,51,46.8,,,,,,,,,,,,,,,,
75069329,82211877,B3G1 PRESTO CONS PROM 57INR 4X12X16,57,192,4902430595872,B&R,Gillette,Personal Care,48.45,44.46,,,,,,,,,,,,,,,,
75069329,82165055,B3G1 PRESTO CONS PROM 54INR (1CSX192IT),54,192,7702018017065,B&R,Gillette,Personal Care,45.9,42.12,,,,,,,,,,,,,,,,
75070329,82234521,VEC ELHDL PSHBT 50INR GREY 1X12X12,50,144,4902430666268,B&R,Gillette,Personal Care,42.5,39,,,,,,,,,,,,,,,,
82181399,82234557,GUARD BASE 6CT 50INR 6X16X24,50,384,4902430666589,B&R,Gillette,Personal Care,42.5,39,,,,,,,,,,,,,,,,
75019795,82227981,7OCLK SPLT 5 50INR 1CSX1200IT*5X20X60,50,1200,4902430648660,B&R,Gillette,Personal Care,42.5,39,,,,,,,,,,,,,,,,
75065518,82227999,7OCLK SPLT 5+2 50INR 1CSX1200IT*7X20X60,50,1200,4902430648684,B&R,Gillette,Personal Care,42.5,39,,,,,,,,,,,,,,,,
82213414,82213283,SIMPLY VENUS 2 1CT HRDC 49INR 1X12X48,49,576,96123492,B&R,Gillette,Personal Care,41.65,38.22,,,,,,,,,,,,,,,,
82181399,82219165,GUARD BASE 6CT 45INR 6X16X24,45,384,4902430621151,B&R,Gillette,Personal Care,38.25,35.1,,,,,,,,,,,,,,,,
75049176,82234518,VEC CRT 2 PSHBT 45INR 2X50X12,45,600,4902430666190,B&R,Gillette,Personal Care,38.25,35.1,,,,,,,,,,,,,,,,
0,82190411,7OCLK SPLT 5 PROMO 45INR 5X12X100,45,1200,7702018891375,B&R,Gillette,Personal Care,38.25,35.1,,,,,,,,,,,,,,,,
82144739,82153804,PRST3 ELH DIS 1 39INR 1CSX120*1X10X12,39,120,7702018880409,B&R,Gillette,Personal Care,33.15,30.42,,,,,,,,,,,,,,,,
0,75073718,7OCLK STNLS 2 UP DSP2 35 INR,35,144,7702018033638,B&R,Gillette,Personal Care,29.75,27.3,,,,,,,,,,,,,,,,
75019791,75072614,PrmSh Stnls 5 30 INR,30,1200,7702018891368,B&R,Gillette,Personal Care,25.5,23.4,,,,,,,,,,,,,,,,
82168835,82234556,GUARD BASE 3CT 28INR 3X32X12,28,1,4902430666565,B&R,Gillette,Personal Care,23.8,21.84,,,,,,,,,,,,,,,,
0,82234555,GUARD BASE 3CT 28INR 3X32X12,28,384,4902430666541,B&R,Gillette,Personal Care,23.8,21.84,,,,,,,,,,,,,,,,
82168835,82219163,GUARD BASE 3CT 25INR 3X32X12,25,384,4902430621113,B&R,Gillette,Personal Care,21.25,19.5,,,,,,,,,,,,,,,,
82168835,82219164,GUARD BASE 3CT 25INR 3X32X12,25,384,4902430621137,B&R,Gillette,Personal Care,21.25,19.5,,,,,,,,,,,,,,,,
82135386,82230510,WIL STNLS 10 25INR 10X20X40,25,800,4902430654999,B&R,Gillette,Personal Care,21.25,19.5,,,,,,,,,,,,,,,,
82222953,82234538,GUARD RAZOR 22INR 1X192,22,1,4902430666466,B&R,Gillette,Personal Care,18.7,17.16,,,,,,,,,,,,,,,,
82222953,82234537,GUARD RAZOR 22INR 1X192,22,192,4902430666459,B&R,Gillette,Personal Care,18.7,17.16,,,,,,,,,,,,,,,,
82222953,82219167,GUARD RAZOR 21INR 1X192,21,192,4902430621199,B&R,Gillette,Personal Care,17.85,16.38,,,,,,,,,,,,,,,,
82222953,82219169,GUARD RAZOR 21INR 1X192,21,192,4902430621205,B&R,Gillette,Personal Care,17.85,16.38,,,,,,,,,,,,,,,,
82155290,82201824,GUARD RAZOR 20INR 1CSX24IT,20,24,4902430560474,B&R,Gillette,Personal Care,17,15.6,,,,,,,,,,,,,,,,
82155290,82208415,GUARD RAZOR 20INR-1/24,20,24,4902430585149,B&R,Gillette,Personal Care,17,15.6,,,,,,,,,,,,,,,,
75019793,82203555,7OCLK STNLS 2 UP DSP2 20INR 1X12X12,20,144,7702018033638,B&R,Gillette,Personal Care,17,15.6,,,,,,,,,,,,,,,,
75019793,82207125,7OCLK STNLS 2 UP DSP2 20INR 1X12X12,20,144,4902430578752,B&R,Gillette,Personal Care,17,15.6,,,,,,,,,,,,,,,,
75052066,82228004,PREST MAX DIS 1 FXD 20INR 1X48X16,20,768,4902430648707,B&R,Gillette,Personal Care,17,15.6,,,,,,,,,,,,,,,,
82168835,80208230,GUARD BASE  3CT,19,384,7702018273461,B&R,Gillette,Personal Care,16.15,14.82,,,,,,,,,,,,,,,,
82135679,84853805,Guard Razor,15,24,7702018025978,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
82135614,84853795,Guard Razor-1/24,15,24,7702018025978,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
75020942,82165585,7OCLK DIS 1 15 INR 1CSX576IT*1X24X24,15,576,8901358700326,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
82147956,82165586,7OCLK DIS 1 15INR B3G1 1CSX576IT*1X48X12,15,576,8901358700326,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
75063082,82230511,WIL STNLS 5 15INR 5X20X60,15,1200,4902430655019,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
82141283,82230520,WIL STNLS 5 15INR 5X20X60 GSMC,15,1200,4902430655118,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
75020080,82230516,365 5 15INR 5X40X60,15,2400,4902430655071,B&R,Gillette,Personal Care,12.75,11.7,,,,,,,,,,,,,,,,
75020942,82130895,7OCLK DIS 1 14 INR,14,576,8901358700326,B&R,Gillette,Personal Care,11.9,10.92,,,,,,,,,,,,,,,,
75020942,75067121,7OClk Dis 1 14 INR,14,576,8901358700326,B&R,Gillette,Personal Care,11.9,10.92,,,,,,,,,,,,,,,,
82141283,82219148,WIL STNLS 5 14INR 5X20X60 GSMC,14,1200,4902430621021,B&R,Gillette,Personal Care,11.9,10.92,,,,,,,,,,,,,,,,
75020080,82219150,365 5 14INR 5X40X60,14,2400,4902430621045,B&R,Gillette,Personal Care,11.9,10.92,,,,,,,,,,,,,,,,
75019840,82198919,TWII DIS 1 FXD 13INR 1CSX1152IT*1X96X12,13,1152,8901358702153,B&R,Gillette,Personal Care,11.05,10.14,,,,,,,,,,,,,,,,
75020080,82207122,365 5 13INR 1CSX2400IT*5X40X60,13,2400,4902430578738,B&R,Gillette,Personal Care,11.05,10.14,,,,,,,,,,,,,,,,
75020080,75072616,365 5 12.25 INR,12.25,2400,7702018891726,B&R,Gillette,Personal Care,10.4125,9.555,,,,,,,,,,,,,,,,
75025528,82170911,365 5 12.25 INR 1CSX2400IT*5X40X60,12.25,2400,7702018891726,B&R,Gillette,Personal Care,10.4125,9.555,,,,,,,,,,,,,,,,
75019840,82133062,TWII DIS 1 FXD 12 INR (1CSX1152IT),12,1152,8901358702146,B&R,Gillette,Personal Care,10.2,9.36,,,,,,,,,,,,,,,,
82141283,82170906,WIL STNLS 5 11 INR 1CSX1200IT*5X20X60,11,1200,8901358702580,B&R,Gillette,Personal Care,9.35,8.58,,,,,,,,,,,,,,,,
75063082,82163223,WIL STNLS 5 11 INR 1CSX1200IT*5X20X60,11,1200,8901358702580,B&R,Gillette,Personal Care,9.35,8.58,,,,,,,,,,,,,,,,
82155289,82234554,GUARD CRT 1 10INR 1X96,10,1,4902430666534,B&R,Gillette,Personal Care,8.5,7.8,,,,,,,,,,,,,,,,
82155289,82234548,GUARD CRT 1 10INR 1X96,10,96,4902430666497,B&R,Gillette,Personal Care,8.5,7.8,,,,,,,,,,,,,,,,
82217580,82207134,TWII DIS 1 FXD 10INR 1CSX1152IT*1X96X12,10,1152,4902430578837,B&R,Gillette,Personal Care,8.5,7.8,,,,,,,,,,,,,,,,
82217580,82207132,TWII DIS 1 FXD 10INR 1CSX1152IT*1X96X12,10,1152,4902430578813,B&R,Gillette,Personal Care,8.5,7.8,,,,,,,,,,,,,,,,
82155289,82219153,GUARD CRT 1 9INR 1X96,9,96,4902430621083,B&R,Gillette,Personal Care,7.65,7.02,,,,,,,,,,,,,,,,
82155289,82219155,GUARD CRT 1 9INR 1X96Y,9,96,4902430621090,B&R,Gillette,Personal Care,7.65,7.02,,,,,,,,,,,,,,,,
82155288,82208418,Guard CRT 1 8INR -1/25,8,96,4902430585194,B&R,Gillette,Personal Care,6.8,6.24,,,,,,,,,,,,,,,,
82135615,84853798,GUARD CRT 1-1/24,5,96,7702018026005,B&R,Gillette,Personal Care,4.25,3.9,,,,,,,,,,,,,,,,
82236976,82236814,PROGLIDE 376 MANUAL+FUS CART - 1X6,999,6,4902430672597,Personal Care,Gillette,Personal Care,849.15,779.22,,,,,,,,,,,,,,,,
82209601,82215885,TGS SPLASH 100ML ART 469INR 1X6,469,6,4902430615556,Personal Care,Gillette,Personal Care,398.65,365.82,,,,,,,,,,,,,,,,
82209603,82215884,TGS SPLASH 100ML CW 469INR 1X6,469,6,4902430615549,Personal Care,Gillette,Personal Care,398.65,365.82,,,,,,,,,,,,,,,,
75020473,82127937,GIL SHBRH SHVP 7 378.00 INR,378,20,7702018008599,Personal Care,Gillette,Personal Care,321.3,294.84,,,,,,,,,,,,,,,,
82209611,82215878,FUS HYDRA GEL SHVP 195G 355INR PUSEN 1X6,355,6,4902430626071,Personal Care,Gillette,Personal Care,301.75,276.9,,,,,,,,,,,,,,,,
82209614,82215879,FUS HYDRA GEL SHVP 195G 355INR SENST 1X6,355,6,4902430626088,Personal Care,Gillette,Personal Care,301.75,276.9,,,,,,,,,,,,,,,,
82209617,82215881,FUS HYDRA GEL SHVP 195G 355INR ULTPV 1X6,355,6,4902430626095,Personal Care,Gillette,Personal Care,301.75,276.9,,,,,,,,,,,,,,,,
82209608,82200319,TGS GEL SHVP 200ML EXT 329INR 1X6,329,6,4902430588034,Personal Care,Gillette,Personal Care,279.65,256.62,,,,,,,,,,,,,,,,
82209606,82200320,TGS GEL SHVP 200ML MST 329INR 1X6,329,6,4902430588041,Personal Care,Gillette,Personal Care,279.65,256.62,,,,,,,,,,,,,,,,
82217610,82217575,TGS GSHP 195G PUS 329INR 1X6,329,6,4902430612937,Personal Care,Gillette,Personal Care,279.65,256.62,,,,,,,,,,,,,,,,
82217609,82217574,TGS GSHV 195G SEN 329INR 1X6,329,6,4902430612920,Personal Care,Gillette,Personal Care,279.65,256.62,,,,,,,,,,,,,,,,
82149767,82190292,TGS GSHP 200ML PUS 299INR 1CSX48IT*1X8X6,299,48,4902430524353,Personal Care,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82149770,82190273,TGS GSHV 200ML SEN 299INR 1CSX48IT*1X8X6,299,48,4902430524315,Personal Care,Gillette,Personal Care,254.15,233.22,,,,,,,,,,,,,,,,
82154967,82208981,TGS FM SHVP 245G 269INR SENST 1X6X4,269,24,4902430586979,Personal Care,Gillette,Personal Care,228.65,209.82,,,,,,,,,,,,,,,,
82154972,82208983,TGS FM SHVP 245G CND 269INR 1X6X4,269,24,4902430587013,Personal Care,Gillette,Personal Care,228.65,209.82,,,,,,,,,,,,,,,,
82154971,82208982,TGS FM SHVP 245G PUSEN 269INR 1X6X4,269,24,4902430586993,Personal Care,Gillette,Personal Care,228.65,209.82,,,,,,,,,,,,,,,,
82209600,82215886,TGS SPLASH 50ML ART 268INR 1X6,268,6,4902430615563,Personal Care,Gillette,Personal Care,227.8,209.04,,,,,,,,,,,,,,,,
82209599,82215887,TGS SPLASH 50ML CW 268INR 1X6,268,6,4902430615570,Personal Care,Gillette,Personal Care,227.8,209.04,,,,,,,,,,,,,,,,
82231501,82231270,GIL LIME SHVCRM 70GX4X24 260 INR BARBER,260,24,4902430648394,Personal Care,Gillette,Personal Care,221,202.8,,,,,,,,,,,,,,,,
82214556,82226879,TGS SPASH 50ML ART 248INR 1CSX48IT*1X6X8,248,48,4902430603546,Personal Care,Gillette,Personal Care,210.8,193.44,,,,,,,,,,,,,,,,
82214557,82226820,TGS SPLASH 50ML CW 248INR 1CSX48IT*1X6X8,248,48,4902430603560,Personal Care,Gillette,Personal Care,210.8,193.44,,,,,,,,,,,,,,,,
82154967,82170158,TGS FM SHVP 245G 229INR SENST 1CSX24IT,229,24,4902430442695,Personal Care,Gillette,Personal Care,194.65,178.62,,,,,,,,,,,,,,,,
82154971,82170160,TGS FM SHVP 245G PUSEN 229INR 1CSX24IT,229,24,4902430442732,Personal Care,Gillette,Personal Care,194.65,178.62,,,,,,,,,,,,,,,,
82206062,82206054,SCARE GEL SHVP 195G SENST 225INR 1X6,225,6,4902430574495,Personal Care,Gillette,Personal Care,191.25,175.5,,,,,,,,,,,,,,,,
75020994,82190267,TGS SP ASH 50ML CW 225INR 1CSX48IT*1X8X6,225,48,4902430524728,Personal Care,Gillette,Personal Care,191.25,175.5,,,,,,,,,,,,,,,,
75020992,82190268,TGS SPASH 50ML ART 225INR 1CSX48IT*1X8X6,225,48,4902430524759,Personal Care,Gillette,Personal Care,191.25,175.5,,,,,,,,,,,,,,,,
82131468,82213921,FMY FM SHVP 418G REG 219INR 12X6X2,219,12,4902430602761,Personal Care,Gillette,Personal Care,186.15,170.82,,,,,,,,,,,,,,,,
82131469,82213919,FMY FM SHVP 418G SENST 219INR 12X6X2,219,12,4902430602747,Personal Care,Gillette,Personal Care,186.15,170.82,,,,,,,,,,,,,,,,
75019958,75071146,TGS FM SHVP 250 ML CND 210 INR,210,48,3014260258276,Personal Care,Gillette,Personal Care,178.5,163.8,,,,,,,,,,,,,,,,
82148116,84848572,TGS SCRUB CLNSR 100 ML,199,6,7702018074488,Personal Care,Gillette,Personal Care,169.15,155.22,,,,,,,,,,,,,,,,
75019951,82198768,GIL DEO SPR ARCTIC ICE 150MLX6X8 199INR,199,48,7702018982332,Personal Care,Gillette,Personal Care,169.15,155.22,,,,,,,,,,,,,,,,
75019952,82198624,GIL DEO SPR COOL WAVE 150MLX6X8 199INR,199,48,7702018982356,Personal Care,Gillette,Personal Care,169.15,155.22,,,,,,,,,,,,,,,,
