ItemID,Matcode,DisplayTitle,ShortSummary,ProductSizeWeightQty,VariantOfPrevious,MaterialDescription,MRP,CaseCount,EAN,SubCategory,Brand,Category,BrandImgURL,ProductImgURL,ProductDiscountPercentage,CategoryImageURL,SubCategoryImageURL,VAT,SupplierBusinessName,LeadTimeForDelivery,productIsVisible,10 lacs price,>10 lacs price
82203644,82200317,"GILLETTE, FUSION HYDRA GEL, GEL 75ml",FUS HYD GEL SHV 75ML SENS 129INR 1CSX6IT,75 ml,Y,FUS HYD GEL SHV 75ML SENS 129INR 1CSX6IT,129,48,7702018874170,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Fusion_Hydra_Gel_Gel_75ml.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,109.65,100.62
82149767,82190292,"GILLETTE, SERIES GEL, GEL 200ml",TGS GSHP 200ML PUS 299INR 1CSX48IT*1X8X6,200 ml,,TGS GSHP 200ML PUS 299INR 1CSX48IT*1X8X6,299,48,4902430524353,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Series_Gel_Gel_200ml.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,254.15,233.22
82209599,82215887,"GILLETTE, SERIES SPLASH, COOL WAVE 50ml",TGS SPLASH 50ML CW 268INR 1X6,50 ml,,TGS SPLASH 50ML CW 268INR 1X6,268,48,4902430615570,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Series_Splash_Cool_Wave_50ml.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,N,227.8,209.04
82131468,82213921,"GILLETTE, FAT FOAMY, FAT FOAMY",FMY FM SHVP 418G REG 219INR 12X6X2,418 G,,FMY FM SHVP 418G REG 219INR 12X6X2,219,12,4902430602761,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Fat_Foamy_Fat_Foamy.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,186.15,170.82
82129561,82208980,"GILLETTE, FOAM, FOAM",GIL FM SHVP 196 G LMNL 165INR 1X24,196 G,,GIL FM SHVP 196 G LMNL 165INR 1X24,165,24,4902430586962,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Foam_Foam.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,140.25,128.7
75019945,82208977,"GILLETTE, FOAM, FOAM",FMY FM SHVP 50 G REG 69INR 1X48,50 g,Y,FMY FM SHVP 50 G REG 69INR 1X48,69,48,4902430586931,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Foam_Foam58.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,58.65,53.82
75019989,82233224,"GILLETTE, TUBE SHAVE CREAM, SHAVE GEL",GS GLCON SHVP 60G SENST 79INR 1X12X12,60 g,,GS GLCON SHVP 60G SENST 79INR 1X12X12,79,144,4902430662796,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Tube_Shave_Cream_Shave_Gel.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,67.15,61.62
75019982,82233233,"GILLETTE, TUBE SHAVE CREAM, SHAVE GEL",TGS GLCON SHVP 25G SENST 40INR 1X12X12,25 g,Y,TGS GLCON SHVP 25G SENST 40INR 1X12X12,40,144,4902430662949,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Tube_Shave_Cream_Shave_Gel34.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,34,31.2
82210409,82227910,"GILLETTE, SHAVE CREAM, SHAVE CREAM",GIL LIME SHV CRM 70GX12X8 65INR,70 g,,GIL LIME SHV CRM 70GX12X8 65INR,65,96,4902430648394,Grooming,Gillette,Personal Care,/appcontent/images/brand/brand-gillete.png,/appcontent/images/product/Gillette/Gillette_Shave_Cream_Shave_Cream.jpg,18,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,55.25,50.7
82197056,82234678,"OLD SPICE, AFTER SHAVE LOTION ATOMIZER, FRESH LIME 150ML",OS ASL ATOMIZER LIME 150MLX6X4 S3 RS235,150 ml,,OS ASL ATOMIZER LIME 150MLX6X4 S3 RS235,235,24,4902430667654,Grooming,Old Spice,Personal Care,/appcontent/images/brand/brand-oldspice.png,/appcontent/images/product/Old-Spice/Old_Spice_After_Shave_Lotion_Atomizer_Fresh_Lime_150ml.jpg,13,/appcontent/images/category/personal-care.png,/appcontent/images/category/Personalcare/grooming.png,14.5,Prestige Pursuits,5-8 working days,Y,,
